id,movie,year,country_id,rating_ball,overview,url_logo
198,Ирония судьбы или С легким паром! ,1975,2,8.204,Пошли друзья в баню попариться по традиции смыть с себя все плохое чтобы встретить Новый Год чистыми а «напарились» до такой степени (пивом и водкой) что отправили в Ленинград не того.,https://st.kp.yandex.net/images/film_iphone/iphone360_77331.jpg
199,Брат 2 ,2000,10,8.096,Участвуя в программе на телевидении Данила Багров встречает своих друзей по Чечне. Одного из них внезапно убивают. Данила знает что у того были неприятности из-за брата-хоккеиста в Америке. Данила должен разобраться. Он вылетает в Америку и для компании берёт с собой брата. Теперь его фотография ходит по рукам русской и американской мафии. Новоявленные «Аль Капоне» понимают что нарвались на профессионала…,https://st.kp.yandex.net/images/film_iphone/iphone360_41520.jpg
200,Трасса 60 ,2001,14,8.016,В легендах и мифах есть персонажи главная задача которых — исполнять желания. У арабов это — джинны у ирландцев — лепреконы у китайцев — драконы у европейцев — феи и лесные духи. А в Америке есть некто О. Ж. Грант — довольно странный и забавный человек который тоже может исполнить любое желание. Но будьте осторожны он очень проказлив! Вот его-то и встречает однажды Нил Оливер.Нил вполне доволен своей жизнью: у него обеспеченные родители симпатичная невеста и впереди блестящая карьера юриста. Но с недавних пор по ночам ему стала сниться загадочная девушка которую он никак не может выбросить из головы.Чудаковатый Грант приглашает Нила совершить поездку по таинственной автостраде 60 которой нет ни на одной карте США. И Нил бросает всё и пускается в самое невероятное и рискованное путешествие в своей жизни решив во что бы то ни стало разыскать незнакомку из своих снов.,https://st.kp.yandex.net/images/film_iphone/iphone360_3563.jpg
201,Цирк ,1928,0,8.015,Грустная комедия о приключениях Чарли в составе гастролирующего цирка.,https://st.kp.yandex.net/images/film_iphone/iphone360_2119.jpg
202,Жестокий романс ,1984,2,8.082,Действие разворачивается на берегу Волги в вымышленном провинциальном городке Бряхимове в 1877-1878 годах. Харита Игнатьевна Огудалова — дворянка хорошей и уважаемой фамилии вдова с тремя взрослыми дочерьми обеднела после смерти мужа но делает всё чтобы устроить жизнь дочерей и выдать их замуж за достаточно богатых и знатных женихов. В отсутствие средств она держит открытый дом рассчитывая что общество красивых и музыкальных барышень привлечёт холостых мужчин достаточно богатых чтобы жениться по любви на бесприданницах.Единственная «непристроенная» дочь Хариты — самая младшая — Лариса Дмитриевна Огудалова к которой неравнодушны сразу несколько состоятельных господ среди которых Сергей Сергеевич Паратов — красивый обаятельный франтоватый легкомысленный и богатый барин.,https://st.kp.yandex.net/images/film_iphone/iphone360_45314.jpg
203,Загадочная история Бенджамина Баттона ,2008,0,8.045,Фильм о мужчине который родился в возрасте 80-ти лет а затем… начал молодеть. Этот человек как и каждый из нас не мог остановить время. Его путь в ХХI век берущий свое начало в Новом Орлеане в 1918-м году в самом конце Первой Мировой войны будет столь необычен что вряд ли мог иметь место в жизни кого-либо другого. Фильм повествует о судьбе уникального человека о людях и событиях что ждут его впереди о любви которую он обретет и потеряет о радостях жизни и грусти потерь и о том что остается с нами вне времени.,https://st.kp.yandex.net/images/film_iphone/iphone360_81555.jpg
204,Хоббит: Пустошь Смауга ,2013,0,7.97,Продолжение путешествия хоббита Бильбо Бэггинса волшебника Гэндальфа и 13 отважных гномов. Их компания должна добраться до Одинокой горы. А там они встретятся с величайшей опасностью из всех — созданием куда более ужасающим чем все их прошлые противники чудовищем которое проверит на прочность не только их мужество но крепость их дружбы и правильность выбранного пути — драконом Смаугом.,https://st.kp.yandex.net/images/film_iphone/iphone360_408876.jpg
205,Пока не сыграл в ящик ,2007,0,8.049,"Именно так решили два больных раком соседа по больничной палате когда услышали свой приговор. Один из них вспыльчивый миллиардер а второй эрудированный автомеханик. Они составляют список дел которые необходимо сделать прежде чем они сыграют в ящик и отправляются в кругосветное путешествие путешествие всей своей жизни. 

Прыжки с парашютом? Посмотрим. Гонки на раритетных автомобилях? Сделано. Посмотреть на пирамиды? Отлично. Открыть радость жизни прежде чем станет слишком поздно? Точно!",https://st.kp.yandex.net/images/film_iphone/iphone360_258885.jpg
206,Хулиганы ,2005,0,8.026,Студент факультета журналистики Мэтт Бакнер отчислен из Гарварда за преступление которого не совершал. Его многообещающая карьера пошла коту под хвост его будущее туманно. В поисках убежища молодой человек бежит в Лондон к своей замужней сестре Шэннон. Её муж знакомит Мэтта со своим младшим братом Питом. Сдружившись с Питом Мэтт открывает для себя мир футбола. Здесь он находит новых друзей новые неприятности и оказывается в компании безумных футбольных фанатов готовых на алтарь своей страсти бросить любую жертву.,https://st.kp.yandex.net/images/film_iphone/iphone360_77444.jpg
207,Тэмпл Грандин ,2010,0,7.936,Биографический фильм про Тэмпл Грандин аутистку которая стала одной из ведущих учёных в области сельскохозяйственной промышленности по гуманному обращению со скотом.,https://st.kp.yandex.net/images/film_iphone/iphone360_424153.jpg
208,Гарри Поттер и философский камень ,2001,6,8.203,Жизнь десятилетнего Гарри Поттера нельзя назвать сладкой: родители умерли едва ему исполнился год а от дяди и тёти взявших сироту на воспитание достаются лишь тычки да подзатыльники. Но в одиннадцатый день рождения Гарри всё меняется. Странный гость неожиданно появившийся на пороге приносит письмо из которого мальчик узнаёт что на самом деле он — волшебник и зачислен в школу магии под названием Хогвартс. А уже через пару недель Гарри будет мчаться в поезде Хогвартс-экспресс навстречу новой жизни где его ждут невероятные приключения верные друзья и самое главное — ключ к разгадке тайны смерти его родителей.,https://st.kp.yandex.net/images/film_iphone/iphone360_689.jpg
209,Ford против Ferrari ,2019,0,8.121,В начале 1960-х Генри Форд II принимает решение улучшить имидж компании и сменить курс на производство более модных автомобилей. После неудавшейся попытки купить практически банкрота Ferrari американцы решают бросить вызов итальянским конкурентам на трассе и выиграть престижную гонку 24 часа Ле-Мана. Чтобы создать подходящую машину компания нанимает автоконструктора Кэррола Шэлби а тот отказывается работать без выдающегося но как считается трудного в общении гонщика Кена Майлза. Вместе они принимаются за разработку впоследствии знаменитого спорткара Ford GT40.,https://st.kp.yandex.net/images/film_iphone/iphone360_835086.jpg
210,Дурак ,2014,10,8.057,Жизни 800 человек общежития висят буквально на волоске из-за безразличия местных властей. В любую секунду здание может рухнуть. И кто бы мог подумать что судьбы людей окажутся в руках простого сантехника. Но удастся ли ему что-то изменить и предотвратить катастрофу?,https://st.kp.yandex.net/images/film_iphone/iphone360_808639.jpg
211,Я – Сэм ,2001,0,8.002,Сэм Доусон 40-летний мужчина с уровнем интеллекта 7-летнего ребёнка работающий официантом. Ему трудно было бы выжить с такими данными если бы не дочь плод случайной связи. Люси выросла вполне нормальным человеком и могла бы заботиться о своём отце но местная социальная служба забрала её у отца. Сэм хочет вернуть свою дочь. Для ведения этого дела он нанимает адвоката Риту Харрисон. По мере работы над этим делом Рита сама получает несколько уроков о том что значит быть родителем…,https://st.kp.yandex.net/images/film_iphone/iphone360_706.jpg
212,Гарри Поттер и Дары Смерти: Часть II ,2011,0,8.092,В грандиозной последней главе битва между добрыми и злыми силами мира волшебников перерастает во всеобщую войну. Ставки ещё никогда не были так высоки а поиск убежища — столь сложен. И быть может именно Гарри Поттеру придется пожертвовать всем в финальном сражении с Волан-де-Мортом. Способен ли наш герой спасти мир? И всё закончится здесь.,https://st.kp.yandex.net/images/film_iphone/iphone360_407636.jpg
213,Апокалипсис ,2006,0,7.961,"В фильме показана жизнь цивилизации майя до прихода испанских конкистадоров: жестокие войны с соседними племенами человеческие жертвоприношения загадочные мистические ритуалы. 

В один день рушится мир индейца по имени Лапа Ягуара. Его деревню захватывает соседнее племя уничтожая хижины забирая местных жителей в плен. Его ведут в город чтобы принести в жертву богам. Перед лицом неминуемой смерти Лапа Ягуара должен побороть свои самые сильные страхи и совершить отчаянный рывок чтобы спасти то что ему дорого…",https://st.kp.yandex.net/images/film_iphone/iphone360_160977.jpg
214,Подмена ,2008,0,7.935,Действие картины развивается в Лос-Анджелесе 20-х годов прошлого столетия. Обратившись в полицию с заявлением об исчезновении ребенка главная героиня вскоре получает своего сына но сообщает полицейским что несмотря на внешнее сходство это не ее сын. Вместо помощи несчастная мать получает прописку в палате клиники для сумасшедших…,https://st.kp.yandex.net/images/film_iphone/iphone360_279880.jpg
215,Рататуй ,2007,0,7.957,Крыс Реми обладает уникальным вкусом. Он готов рисковать собственной жизнью чтобы посмотреть любимое кулинарное шоу и раздобыть какую-нибудь приправку или просто свежий продукт. Реми живет со своими сородичами которые его не понимают и не принимают его увлечения кулинарией. Когда Реми случайно попадает на кухню шикарного ресторана он решает воспользоваться выпавшим ему шансом и проверить свои навыки. На эту же кухню попадает и юный Лингвини. Всё на что он может расчитывать — это должность уборщика. Но он тоже получает свой шанс…,https://st.kp.yandex.net/images/film_iphone/iphone360_89514.jpg
216,Песнь моря ,2014,15,8.088,Невероятная история Бена и его сестренки Сирши. Вместе они пускаются в фантастическое путешествие сквозь исчезающий мир древних легенд и магии.,https://st.kp.yandex.net/images/film_iphone/iphone360_714248.jpg
217,Ураган ,1999,0,7.96,Фильм основан на реальных фактах из жизни боксера Рубина Картера по прозвищу «Ураган» — главного претендента на чемпионский титул в среднем весе в июне 1966 года. После убийства трех человек в одном из баров Нью-Джерси его обвинили в этом страшном преступлении и приговорили к трем пожизненным тюремным срокам.,https://st.kp.yandex.net/images/film_iphone/iphone360_4914.jpg
218,Медведь ,1988,1,7.993,Среди прекрасных и величественных пейзажей Британской Колумбии случилась трогательная история о медвежонке потерявшем свою мать и предоставленным самому себе в то время как двое охотников продолжают рыскать по лесу в поисках добычи.Судьба сводит вместе осиротевшего малыша и огромного раненого медведя. Непросто складываются их взаимоотношения но охотники с ружьями и злыми собаками оказываются куда страшнее. Столкновение людей и животных неизбежно.А зритель фильма оказывается в «медвежьей шкуре» и наблюдает за людьми с позиции главного героя.,https://st.kp.yandex.net/images/film_iphone/iphone360_22907.jpg
219,Крепкий орешек ,1988,0,8.019,В суперсовременном небоскребе Лос-Анджелеса полицейский Джон Макклейн ведет смертельную схватку с бандой политических террористов взявших в заложники два десятка человек в число которых попадает и его жена. Началось все с того что парень приехал в город к жене оказался на рождественском приеме а кончилось настоящей войной…,https://st.kp.yandex.net/images/film_iphone/iphone360_471.jpg
220,Три идиота ,2009,12,8.056,Двое друзей отправляются на поиски пропавшего приятеля. В этом путешествии им предстоит постоянно ввязываться в уже давно забытые споры расстроить чужую свадьбу и побывать на похоронах. Их дорога проходит через опасные места. И тут начинается еще одно не совсем обычное путешествие друзей дорогами их памяти. Они вспоминают своего приятеля неудержимого и свободомыслящего Ранчо который каким-то удивительным образом ворвался в их жизнь и все в ней изменил. Они вспоминают те времена когда все они жили в студенческом общежитии. Вспоминают о том как зарождалась любовь Ранчо к бойкой девушке Пиа и о конфликте Ранчо с его наставником настоящим тираном Виру Сахастрабудхе. И вот однажды Ранчо вдруг исчезает… Кем он был на самом деле? Откуда он родом? Почему исчез?,https://st.kp.yandex.net/images/film_iphone/iphone360_423210.jpg
221,Золотая лихорадка ,1925,0,8.057,История о злоключениях извечного любимца публики маленького бродяги который на этот раз отправляется на золотые прииски Аляски и как всегда порадует вас бесконечным калейдоскопом трюков и комических ситуаций.,https://st.kp.yandex.net/images/film_iphone/iphone360_478.jpg
222,Убить пересмешника ,1962,0,8.035,Фильм о юристе из Алабамы воспитывающем без матери своих двоих детей. Помимо темы расовых предрассудков на Юге это рассказ о том как двое детей из мира фантазий делают первые шаги в совершенно иной мир подростков где уже формируются такие понятия как благородство сострадание справедливость и неравенство.В обстановке экономической депрессии преисполненной фанатизма и ненависти мудрый мягкий с тихой речью и великолепными манерами алабамский юрист должен защищать в суде афроамериканца ложно обвиненного в изнасиловании.,https://st.kp.yandex.net/images/film_iphone/iphone360_357.jpg
223,Аватар ,2009,0,7.939,Джейк Салли — бывший морской пехотинец прикованный к инвалидному креслу. Несмотря на немощное тело Джейк в душе по-прежнему остается воином. Он получает задание совершить путешествие в несколько световых лет к базе землян на планете Пандора где корпорации добывают редкий минерал имеющий огромное значение для выхода Земли из энергетического кризиса.,https://st.kp.yandex.net/images/film_iphone/iphone360_251733.jpg
224,Крупная рыба ,2003,0,7.948,В основу этой приключенческой ленты положен роман Дэниела Уоллеса «Большая рыба: роман мифических пропорций». Умирает отец о жизни которого сын хочет узнать как можно больше собирая истории о нем.Сын пытается воссоздать ускользающую жизнь отца в серии легенд и мифов которые тот придумывает на основе разрозненных фактов. Взлеты и падения в жизни человека в итоге предстают в неожиданном ракурсе.,https://st.kp.yandex.net/images/film_iphone/iphone360_9617.jpg
225,Столкновение ,2004,0,7.882,Закон и преступление порядок и беспредел защитник и жертва — неизбежное противостояние и столкновение. Полицейские — порядок законопослушные граждане — закон. Но все ли граждане слывущие добропорядочными соблюдают законы и всем ли представителям закона стоит доверять? Прикрываясь значком полицейского они вершат беззаконие и из праведников превращаются в изощренных насильников.,https://st.kp.yandex.net/images/film_iphone/iphone360_61297.jpg
226,Завтра была война ,1987,2,8.034,Начало сороковых. Герои фильма — обычные советские старшеклассники. Они учатся в советской школе стараются быть правильными и идейными комсомольцами-активистами. Но не всегда «правильность» внушаемая учителями совпадает с внутренними убеждениями юных душ — им сложно смириться с тем что их родные и любимые люди оказываются вдруг «врагами народа».,https://st.kp.yandex.net/images/film_iphone/iphone360_45244.jpg
227,Звёздные войны: Эпизод 5 – Империя наносит ответный удар ,1980,0,8.127,Борьба за Галактику обостряется в пятом эпизоде космической саги. Войска Императора начинают массированную атаку на повстанцев и их союзников.Хан Соло и принцесса Лейя укрываются в Заоблачном Городе в котором их и захватывает Дарт Вейдер в то время как Люк Скайуокер находится на таинственной планете джунглей Дагоба.Там Мастер — джедай Йода обучает молодого рыцаря навыкам обретения Силы. Люк даже не предполагает как скоро ему придется воспользоваться знаниями старого Мастера: впереди битва с превосходящими силами Императора и смертельный поединок с Дартом Вейдером.,https://st.kp.yandex.net/images/film_iphone/iphone360_338.jpg
228,Знакомьтесь Джо Блэк ,1998,0,8.031,В жизни богатого и влиятельного газетного магната Уильяма Пэрриша появляется сама Смерть принявшая обличье обворожительного молодого человека по имени Джо Блэк.Смерть уставшая от своих привычных обязанностей предлагает Пэрришу необычное соглашение: магнат станет проводником Джо в мире живых где тот планирует провести свой отпуск. По окончании каникул Смерть заберет Пэрриша с собой. С помощью Уильяма загадочный и эксцентричный Джо начинает свое путешествие по бренной Земле.Но происходит непредвиденное. Оказывается что тело погибшего мужчины которое Смерть выбрала для себя принадлежало юноше в которого была влюблена дочь Пэрриша.,https://st.kp.yandex.net/images/film_iphone/iphone360_5059.jpg
229,Рапунцель: Запутанная история ,2010,0,7.938,Обаятельный разбойник Флинн путешествует по жизни с легкостью лишь потому что он красив болтлив и удачлив. И казалось фортуна всегда на его стороне пока однажды он не выбирает высокую башню в густой чаще леса в качестве «спокойного» убежища. Флинн оказывается связанным по рукам и ногам юной красавицей по имени Рапунцель. Если вы думаете что самое интересное в ней — это 21 метр волшебных золотистых волос то вы заблуждаетесь! Запертая в башне и отчаянно ищущая приключений Рапунцель решает использовать Флинна в качестве билета в большой мир. Сначала комичное похищение затем невинный шантаж — и вот наши герои на воле. Вместе с главными героями в авантюрное путешествие отправятся бравый конь-ищейка Максимус ручной хамелеон и шайка сумасбродных разбойников.,https://st.kp.yandex.net/images/film_iphone/iphone360_84049.jpg
230,Старший сын ,1975,2,8.174,Это история о том как два молодых шалопая провожая случайно знакомых девиц оказались холодной осенней ночью в глухом пригороде а все их попытки пристроиться на ночлег оканчивались неудачно.Наконец позвонив в отсутствие хозяина дома в первую попавшуюся квартиру и чувствуя что их вот-вот выставят за дверь молодые люди не нашли ничего лучше как объявить что один из них… внебрачный сын главы семьи… Неожиданно их шутке поверили. Ситуация становится еще более удивительной когда в вымышленное родство вдруг начинает верить и сам автор этой выдумки…,https://st.kp.yandex.net/images/film_iphone/iphone360_43982.jpg
231,Вверх ,2009,0,7.985,78-летний ворчун Карл Фредриксен считает что жизнь обходит его стороной. Чтобы сдержать обещание данное своей почившей жене он решает осуществить свою мечту о великом приключении привязав тысячи воздушных шариков к своему дому и улетев в дебри Южной Америки. Не пролетев и полмили путешественник обнаруживает что он ненароком прихватил с собой крайне разговорчивого и неисправимо жизнерадостного 8-летнего мальчика по имени Рассел…,https://st.kp.yandex.net/images/film_iphone/iphone360_325381.jpg
232,Билли Эллиот ,2000,6,7.917,Чем должен увлекаться сын шахтера? Сомнений нет: боксом и только боксом. Но у 11-летнего Билли Эллиота на этот счет было свое мнение. Он был влюблен в… балет.Отец и старший брат Тони впадают в ярость когда узнают что он «променял бокс» на менее «мужественный балет». И только острая на язык миссис Уилкинсон поддерживает Билли в его желании танцевать и он получает шанс поступить в Королевскую балетную школу.,https://st.kp.yandex.net/images/film_iphone/iphone360_610.jpg
233,Мулан ,1998,0,8.066,Для великого народа наступили тяжелые времена: на страну напало воинственное племя гуннов. Переодевшись в мужскую одежду Мулан присоединяется к другим воинам и отправляется в опасный поход к подножию заснеженных гор. Ее сопровождает забавный дракончик Мушу который больше похож на маленькую собачку чем на мифическое чудовище. Пытаясь скрыть тайну они попадают в забавные ситуации и не подозревают что их секрет вот — вот раскроется!…,https://st.kp.yandex.net/images/film_iphone/iphone360_5277.jpg
234,Поющие под дождем ,1952,0,8.047,Основа этого легендарного фильма — дюжина старых песен написанных для различных бродвейских шоу. Дон Локвуд — популярная звезда немого кино вспоминает о том как он пришел к славе… но вдруг счастье покидает его — наступила эра звукового кино. Нужно осваивать новые горизонты.,https://st.kp.yandex.net/images/film_iphone/iphone360_368.jpg
235,Жизнь Пи ,2012,0,7.821,Это история сына владельца одного индийского зоопарка мальчика по имени Пи. Он познаёт мир учится отстаивать свои принципы ищет собственную дорогу к Богу живя по канонам трёх конфессий влюбляется… Но волей судьбы его семья вынуждена эмигрировать. На полпути между Индией и Канадой корабль терпит крушение и Пи остаётся в шлюпке вместе с бенгальским тигром гиеной зеброй и орангутаном. Вокруг безбрежная водная гладь а впереди — неизвестность…,https://st.kp.yandex.net/images/film_iphone/iphone360_158786.jpg
236,Русалочка ,1989,0,8.204,Таинственные глубины моря хранят немало тайн а обитатели океана могут рассказать множество удивительных историй. И самой невероятной из них была и остаётся история русалочки Ариэль. Дочь могущественного царя подводного мира Тритона она однажды влюбляется в прекрасного и мужественного принца. Но разве они могут быть вместе — земной человек и морская дева? Однако настоящие чувства преодолевают любые преграды. Ради своей любви Ариэль готова пойти на всё. Даже если для обретения своего счастья ей навсегда придётся покинуть родной океан и навеки стать земной девушкой…,https://st.kp.yandex.net/images/film_iphone/iphone360_8147.jpg
237,Реквием по мечте ,2000,0,7.981,Каждый стремится к своей заветной мечте. Сара Голдфарб мечтала сняться в известном телешоу ее сын Гарольд с другом Тайроном — сказочно разбогатеть подруга Гарольда Мэрион грезила о собственном модном магазине но на их пути были всевозможные препятствия. Все они выбирают неочевидные пути достижения своих целей и мечты по-прежнему остаются недостижимыми а жизни героев рушатся безвозвратно.,https://st.kp.yandex.net/images/film_iphone/iphone360_367.jpg
238,Гаттака ,1997,0,7.948,Добро пожаловать в Гаттаку — совершенный мир будущего. Здесь каждый генетически запрограммирован и печальная судьба ожидает тех кто был рожден в любви а не в лаборатории. Такова судьба Винсента Фримана молодого человека получившего при рождении ярлык «не пригоден».Винсент обладает весомыми недостатками: он подвержен страстям он поддается эмоциям и он верит в то что его мечты сбудутся. Вот почему он покупает личность другого человека пытаясь обмануть власти и стать уважаемым членом Корпорации Будущего Гаттака.И когда он уже на пути к свободе убийство грозит раскрытием его реальной личности. Несмотря на свою невиновность Винсенту есть что скрывать и есть что терять. Но так трудно остаться в живых когда в тебе живут два человека…,https://st.kp.yandex.net/images/film_iphone/iphone360_5012.jpg
239,Догвилль ,2003,16,7.934,Юная Грейс сбежав от банды гангстеров находит спасение в маленьком городке Догвилль где-то в Скалистых горах. Местные жители — один прекраснее другого — готовы ее укрыть. А взамен им совсем ничего не надо ну разве что помочь по дому или присмотреть за детьми. Но постепенно милый Догвилль превращается для девушки в тюрьму.,https://st.kp.yandex.net/images/film_iphone/iphone360_7226.jpg
240,Мужики!.. ,1981,2,8.088,Узнав о том что умерла его бывшая невеста шахтер Павел Зубов приезжает в родное село. У него на руках оказываются оставшиеся сиротами трое детей. Старшая дочь — его Павла. Осознание ответственности перед нею приводит Павла к мужественному решению: он становится отцом всем троим детям.,https://st.kp.yandex.net/images/film_iphone/iphone360_46745.jpg
241,Аты-баты шли солдаты... ,1976,2,8.107,Они погибли в 1944 году их было всего восемнадцать человек — комсомольский взвод остановивший колонну немецких танков.Трагическое и комедийное героическое и лирическое сплелись на экране в необычную ткань повествования об отцах навсегда оставшихся молодыми и о детях пришедших туда где ровно тридцать лет назад приняли свой последний смертный бой самые родные для них люди…,https://st.kp.yandex.net/images/film_iphone/iphone360_43553.jpg
242,История игрушек: Большой побег ,2010,0,7.806,Энди почти 18 лет ему остаётся 3 дня до отправки в колледж в то время как его игрушки в том числе Вуди и Базз Лайтер гадают о своём будущем.Куда забросит их судьба? На чердак на свалку или может быть в детский сад «Солнышко»?События развиваются в самом неожиданном направлении и приключения полюбившихся героев продолжаются!,https://st.kp.yandex.net/images/film_iphone/iphone360_258328.jpg
243,Леди и бродяга ,1955,0,8.167,Трогательная и захватывающая история сближения двух абсолютно разных собак — породистой комнатной неженки и обычной дворняги. Изящная и пушистая как игрушка коккер-спаниельша Леди была любимицей хозяев пока в их семье не появился младенец. Надетый намордник стал последней каплей подтолкнувшей обиженную героиню к бегству. Но на улице ее поджидала целая куча опасностей о существовании которых она даже не подозревала. И тогда на помощь миниатюрной черноглазой красотке пришел пес Бродяга благородство которого было не в породе а в душе.,https://st.kp.yandex.net/images/film_iphone/iphone360_8227.jpg
244,Мандарины ,2013,17,8.063,1992 год Абхазия. Древнее эстонское село расположенное в живописном месте между горами и морем опустело — эстонцы вернулись на свою историческую родину. Остались только хозяин товарного цеха Иво его сосед владелец мандариновой плантации Маргус и местный доктор Юхан который уже готов покинуть селение. Маргус также собирается уехать в Эстонию но лишь после того как будет собран урожай мандаринов. Война доходит до села происходит боевое столкновение между грузинами и абхазцами. После боя Иво и Маргус находят одного оставшегося в живых чеченского наёмника по имени Ахмед который воюет на абхазской стороне. Иво забирает Ахмеда к себе домой чтобы его вылечить. Ночью хороня погибших Маргус обнаруживает что несмотря на тяжелое ранение в бою выжил и один грузин — молодой парень Ника. Его тоже относят в дом Иво. Так под одной крышей оказываются бойцы противоборствующих сторон…,https://st.kp.yandex.net/images/film_iphone/iphone360_772017.jpg
